Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,Review Score,MaxPlayers,Online,Multiplatform,SubGenres,AgeRating
Nintendo DS,The Legend of Zelda: Spirit Tracks,1.29,2009,Nintendo,Action,1,0,24.95,87,1,0,0,Action|MedievalFantasy|Puzzle|Train|TopDown|ThirdPerson,E
X360,Batman: Arkham Asylum,1.26,2009,Eidos,Action,0,0,29.95,92,1,0,1,Action|Comics|Stealth|ThirdPerson,T
PlayStation 3,inFAMOUS,1.24,2009,Sony,Action,0,0,24.95,85,1,0,0,Action|Comics|ThirdPerson,T
X360,Halo Wars,1.24,2009,Microsoft,Strategy,1,0,17.95,82,1,1,0,Strategy|RealTime|SciFi|TopDown,M
PlayStation 3,Street Fighter IV,1.09,2009,Capcom,Action,1,0,22.95,94,2,1,1,Action|Anime|Fighting|MartialArts|ThirdPerson,T
X360,Street Fighter IV,1.07,2009,Capcom,Action,1,0,24.95,93,2,1,1,Action|Anime|Fighting|MartialArts|ThirdPerson,T
PlayStation 3,UFC 2009 Undisputed,1.06,2009,THQ,Sports,1,0,22.95,85,2,1,1,Sports|Fighting|ThirdPerson,T
X360,The Beatles: Rock Band,0.95,2009,MTV Games,"Action, Simulation",1,0,24.95,89,6,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,Sonic's Ultimate Genesis Collection,0.95,2009,Sega,"Action, Adventure, Role-Playing (RPG)",0,1,17.95,80,2,0,1,Action|Adventure|RPG|Anime|Arcade|Comics|Fighting|Helicoptor|MartialArts|MedievalFantasy|Pinball|Puzzle|SciFi|Shooter|TurnBased|FirstPerson|Platform|Isometric|SideScrolling|TopDown|ThirdPerson,Unknown
X360,Fight Night Round 4,0.94,2009,EA,Sports,1,0,19.95,87,2,1,1,Sports|Boxing|ThirdPerson,T
Nintendo Wii,Punch-Out!!,0.93,2009,Nintendo,Sports,1,0,39.95,86,2,0,0,Sports|Arcade|Boxing|ThirdPerson,Unknown
Nintendo Wii,Guitar Hero 5,0.91,2009,Activision,"Action, Simulation",1,0,24.95,89,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,Fight Night Round 4,0.91,2009,EA,Sports,1,0,24.95,88,2,1,1,Sports|Boxing|ThirdPerson,T
PlayStation 3,Tekken 6,0.91,2009,Namco,Action,1,0,32.95,79,2,0,1,Action|Fighting|ThirdPerson,T
PlayStation 3,Ratchet & Clank: A Crack in Time (Collector's E...,0.87,2009,Sony,"Action, Adventure",1,0,32.95,87,2,0,0,Action|Adventure|Puzzle|SciFi|Shooter|Platform|ThirdPerson,T
X360,NBA 2K10,0.86,2009,2K,"Simulation, Sports",1,0,29.95,82,4,1,1,Simulation|Sports|Basketball|ThirdPerson,E
PlayStation 3,Dragon Age: Origins,0.85,2009,EA,Role-Playing (RPG),0,0,37.95,87,1,0,0,RPG|MedievalFantasy|RealTime|ThirdPerson,M
X360,skate 2,0.84,2009,EA,Sports,1,0,17.95,84,4,1,1,Sports|Skateboarding|ThirdPerson,T
PlayStation 3,Borderlands,0.83,2009,2K,"Action, Role-Playing (RPG)",0,0,34.95,83,2,1,1,Action|RPG|Shooter|FirstPerson,M
X360,Prototype,0.82,2009,Activision,Action,0,0,24.95,78,1,0,1,Action|Fighting|Shooter|Tank|ThirdPerson,M
Nintendo Wii,Toy Story Mania!,0.78,2009,Disney,Action,0,0,29.95,49,1,0,0,Action|FirstPerson,E
PlayStation 3,NBA 2K10,0.77,2009,2K,"Simulation, Sports",1,0,32.95,83,1,0,1,Simulation|Sports|Basketball|ThirdPerson,E
PlayStation 3,Demon's Souls,0.72,2009,"Atlus U.S.A., Inc.","Action, Role-Playing (RPG)",0,0,32.95,90,1,1,0,Action|RPG|MedievalFantasy|ThirdPerson,M
Nintendo DS,Professor Layton and the Diabolical Box,0.7,2009,Nintendo,"Adventure, Educational, Strategy",1,0,17.95,84,1,0,0,Adventure|Educational|Strategy|Puzzle|Maths|FirstPerson|ThirdPerson,Unknown
Nintendo Wii,LEGO Indiana Jones 2: The Adventure Continues ,0.69,2009,"LucasArts, TT Games Publishing Ltd","Action, Adventure",1,0,17.95,72,2,0,1,Action|Adventure|Puzzle|Platform|ThirdPerson,Unknown
PlayStation 3,Need for Speed: SHIFT,0.68,2009,EA,"Racing / Driving, Simulation",1,0,29.95,84,1,1,1,Racing|Simulation|FirstPerson|ThirdPerson,T
PlayStation 3,MLB 09: The Show,0.66,2009,Sony,Sports,1,0,19.95,90,1,0,1,Sports|Baseball|FirstPerson|ThirdPerson,E
X360,Marvel Ultimate Alliance 2,0.65,2009,Activision,"Action, Role-Playing (RPG)",1,0,24.95,73,4,1,1,Action|RPG|Comics|Fighting|SciFi|ThirdPerson,T
PlayStation 3,Prototype,0.65,2009,Activision,Action,0,0,24.95,79,1,0,1,Action|Fighting|Shooter|Tank|ThirdPerson,M
X360,Need for Speed: SHIFT,0.64,2009,EA,"Racing / Driving, Simulation",1,0,29.95,83,1,1,1,Racing|Simulation|FirstPerson|ThirdPerson,T
Nintendo Wii,Scooby-Doo! First Frights,0.61,2009,Warner Bros. Interactive Entertainment Inc.,Action,0,0,17.95,56,1,0,0,Action|Detective|Puzzle|Platform|ThirdPerson,Unknown
X360,FIFA Soccer 10,0.6,2009,EA,Sports,1,0,44.95,90,4,1,1,Sports|Soccer|ThirdPerson,E
PlayStation 3,FIFA Soccer 10,0.59,2009,EA,Sports,1,0,49.95,91,7,1,1,Sports|Soccer|ThirdPerson,E
Nintendo DS,Grand Theft Auto: Chinatown Wars ,0.58,2009,Rockstar,"Action, Racing / Driving",1,0,17.95,93,1,0,1,Action|Racing|Shooter|TopDown|ThirdPerson,M
X360,Guitar Hero 5,0.57,2009,Activision,"Action, Simulation",1,0,22.95,85,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
X360,Brutal Legend,0.57,2009,EA,"Action, Strategy",0,0,17.95,82,1,1,1,Action|Strategy|MedievalFantasy|RealTime|RhythmAction|ThirdPerson,M
X360,WWE SmackDown vs. Raw 2010,0.56,2009,THQ,Sports,1,0,29.95,80,4,1,1,Sports|Wrestling|ThirdPerson,T
Nintendo DS,Pokemon Mystery Dungeon: Explorers of Sky,0.56,2009,Nintendo,Role-Playing (RPG),1,0,24.95,52,1,0,0,RPG|TopDown|ThirdPerson,E
X360,Tekken 6,0.55,2009,Namco,Action,1,0,29.95,80,2,1,1,Action|Fighting|ThirdPerson,T
Nintendo Wii,Disney/Pixar Cars: Race-O-Rama,0.54,2009,THQ,Racing / Driving,1,0,26.95,58,1,0,1,Racing|FirstPerson|ThirdPerson,E
X360,Sonic's Ultimate Genesis Collection,0.53,2009,Sega,"Action, Adventure, Role-Playing (RPG)",0,1,17.95,79,2,0,1,Action|Adventure|RPG|Anime|Arcade|Comics|Fighting|Helicoptor|MartialArts|MedievalFantasy|Pinball|Puzzle|SciFi|Shooter|TurnBased|FirstPerson|Platform|Isometric|SideScrolling|TopDown|ThirdPerson,Unknown
Nintendo Wii,Band Hero,0.53,2009,Activision,"Action, Simulation",1,0,29.95,79,1,0,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,Ghostbusters: The Video Game,0.52,2009,Atari,Action,0,0,17.95,76,1,0,0,Action|SciFi|Shooter|ThirdPerson,Unknown
X360,NHL 10 ,0.52,2009,EA,Sports,1,0,44.95,88,1,0,1,Sports,Unknown
X360,Guitar Hero: Metallica,0.5,2009,Activision,"Action, Simulation",1,0,29.95,84,4,1,1,Action|Simulation|ThirdPerson,T
PlayStation 3,Marvel Ultimate Alliance 2,0.49,2009,Activision,"Action, Role-Playing (RPG)",1,0,24.95,74,4,1,1,Action|RPG|Comics|Fighting|SciFi|ThirdPerson,T
Sony PSP,LittleBigPlanet,0.49,2009,Sony,Action,1,0,32.95,87,1,0,0,Action|Platform|SideScrolling|ThirdPerson,Unknown
PlayStation 3,WWE SmackDown vs. Raw 2010,0.48,2009,THQ,Sports,1,0,32.95,81,6,0,1,Sports|Wrestling|ThirdPerson,T
Nintendo Wii,Monster Hunter Tri,0.48,2009,Capcom,"Action, Role-Playing (RPG)",1,0,34.95,84,1,0,0,Action|RPG|MedievalFantasy|ThirdPerson,Unknown
X360,DJ Hero,0.47,2009,Activision,Simulation,0,0,39.95,84,1,1,1,Simulation|RealTime|RhythmAction|ThirdPerson,T
PlayStation 3,skate 2,0.46,2009,EA,Sports,1,0,17.95,84,4,1,1,Sports|Skateboarding|ThirdPerson,T
PlayStation 3,Brutal Legend,0.46,2009,EA,"Action, Strategy",0,0,17.95,83,1,1,1,Action|Strategy|MedievalFantasy|RealTime|RhythmAction|ThirdPerson,M
X360,Bayonetta,0.46,2009,Sega,Action,0,0,39.95,90,1,0,1,Action|ThirdPerson,M
X360,The Godfather II,0.46,2009,EA,"Action, Strategy",1,0,16.95,65,1,1,1,Action|Strategy|Adult|Fighting|Shooter|ThirdPerson,M
PlayStation 3,Guitar Hero 5,0.45,2009,Activision,"Action, Simulation",1,0,29.95,86,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
Sony PSP,Monster Hunter Freedom Unite,0.45,2009,CE Europe Ltd.,"Action, Role-Playing (RPG)",1,0,24.95,81,1,0,0,Action|RPG|MedievalFantasy|ThirdPerson,T
Nintendo Wii,WWE SmackDown vs. Raw 2010,0.45,2009,THQ,Sports,1,0,24.95,78,1,0,1,Sports|Wrestling|ThirdPerson,T
X360,Red Faction: Guerrilla,0.45,2009,THQ,"Action, Racing / Driving",1,0,16.95,85,1,1,1,Action|Racing|Fighting|SciFi|Shooter|ThirdPerson,Unknown
Nintendo Wii,The House of the Dead: Overkill,0.44,2009,Sega,Action,1,0,17.95,78,4,0,0,Action|Horror|Shooter|FirstPerson,M
X360,MX vs ATV Reflex,0.44,2009,THQ,Racing / Driving,1,0,27.95,75,2,1,0,Racing|Motorcycle|OffRoad|ThirdPerson,E
Nintendo Wii,Metroid Prime Trilogy,0.43,2009,Nintendo,Action,0,1,39.95,91,4,0,0,Action|Puzzle|SciFi|Shooter|FirstPerson|ThirdPerson,T
X360,Ghostbusters: The Video Game,0.43,2009,Atari,Action,0,0,17.95,79,1,1,1,Action|SciFi|Shooter|ThirdPerson,Unknown
X360,LEGO Indiana Jones 2: The Adventure Continues ,0.42,2009,"LucasArts, TT Games Publishing Ltd","Action, Adventure",1,0,17.95,71,2,0,1,Action|Adventure|Puzzle|Platform|ThirdPerson,Unknown
Nintendo DS,Drawn to Life: The Next Chapter,0.42,2009,THQ,Action,1,0,17.95,72,1,0,0,Action|Puzzle|Platform|SideScrolling|ThirdPerson,E
PlayStation 3,The Godfather II,0.42,2009,EA,"Action, Strategy",1,0,17.95,67,1,0,1,Action|Strategy|Adult|Fighting|Shooter|ThirdPerson,M
PlayStation 3,MX vs ATV Reflex,0.42,2009,THQ,Racing / Driving,1,0,32.95,74,1,0,0,Racing|Motorcycle|OffRoad|ThirdPerson,Unknown
Sony PSP,Gran Turismo,0.41,2009,Sony,"Racing / Driving, Simulation",1,0,17.95,74,1,0,0,Racing|Simulation|FirstPerson|ThirdPerson,E
PlayStation 3,NHL 10,0.4,2009,EA,Sports,1,0,44.95,88,7,1,1,Sports|Hockey|FirstPerson|ThirdPerson,Unknown
Nintendo Wii,Guitar Hero: Metallica,0.4,2009,Activision,"Action, Simulation",1,0,24.95,85,1,0,1,Action|Simulation|ThirdPerson,T
X360,X-Men Origins: Wolverine (Uncaged Edition),0.4,2009,Activision,Action,1,0,22.95,75,1,0,1,Action|Fighting|FirstPerson|ThirdPerson,T
Nintendo Wii,MadWorld,0.39,2009,Sega,Action,0,0,12.95,81,2,0,0,Action|Comics|Gameshow|ThirdPerson,M
PlayStation 3,The Lord of the Rings: Conquest,0.38,2009,EA,Action,1,0,17.95,54,1,0,1,Action|MedievalFantasy|RealTime|ThirdPerson,Unknown
Nintendo Wii,DJ Hero,0.38,2009,Activision,Simulation,0,0,49.95,87,1,0,1,Simulation|RealTime|RhythmAction|ThirdPerson,T
Nintendo Wii,LEGO Rock Band,0.37,2009,Warner Bros. Interactive Entertainment Inc.,"Action, Simulation",1,0,26.95,70,4,0,1,Action|Simulation|RhythmAction|ThirdPerson,Unknown
Nintendo Wii,Star Wars: The Clone Wars - Republic Heroes,0.37,2009,LucasArts,"Action, Adventure",1,0,16.95,48,2,0,1,Action|Adventure|SciFi|Shooter|ThirdPerson,T
Sony PSP,Assassin's Creed: Bloodlines,0.37,2009,Ubisoft,Action,1,0,22.95,63,1,0,0,Action|Puzzle|Stealth|ThirdPerson,M
PlayStation 3,Bayonetta,0.37,2009,Sega,Action,0,0,39.95,87,1,0,1,Action|ThirdPerson,M
X360,The Lord of the Rings: Conquest,0.36,2009,EA,Action,1,0,17.95,55,4,1,1,Action|MedievalFantasy|RealTime|ThirdPerson,Unknown
PlayStation 3,BlazBlue: Calamity Trigger ,0.36,2009,Aksys Games,Action,0,0,23.95,87,2,1,0,Action|Anime|Fighting|MartialArts|SideScrolling|ThirdPerson,T
PlayStation 3,LEGO Indiana Jones 2: The Adventure Continues ,0.36,2009,"LucasArts, TT Games Publishing Ltd","Action, Adventure",1,0,17.95,70,2,0,0,Action|Adventure|Puzzle|Platform|ThirdPerson,Unknown
Nintendo Wii,Resident Evil: The Darkside Chronicles,0.36,2009,Capcom,Action,1,0,29.95,75,2,0,0,Action|InteractiveMovie|Shooter|SurvivalHorror|FirstPerson,M
Nintendo Wii,Boom Blox Bash Party,0.34,2009,EA,"Action, Strategy",1,0,24.95,86,4,0,0,Action|Strategy|Puzzle|ThirdPerson,E
Nintendo Wii,Indiana Jones and the Staff of Kings,0.33,2009,LucasArts,Action,0,0,17.95,55,4,0,1,Action|Fighting|Flight|Puzzle|ThirdPerson,T
PlayStation 3,DJ Hero,0.33,2009,Activision,Simulation,0,0,44.95,86,2,0,1,Simulation|RealTime|RhythmAction|ThirdPerson,T
PlayStation 3,Call of Juarez: Bound in Blood,0.33,2009,Ubisoft,Action,1,0,17.95,78,1,1,1,Action|Shooter|FirstPerson,M
Nintendo Wii,NHL 2K10,0.33,2009,2K,Sports,1,0,29.95,79,1,0,1,Sports|Hockey|ThirdPerson,Unknown
Nintendo Wii,We Ski & Snowboard,0.33,2009,Namco,"Action, Sports",1,0,24.95,66,1,0,0,Action|Sports|Snowboarding|Tricks|ThirdPerson,Unknown
X360,F.E.A.R. 2: Project Origin,0.33,2009,"CyberFront Corporation, Warner Bros. Interactive Entertainment Inc.",Action,1,0,16.95,77,1,1,1,Action|Battlemech|Horror|Shooter|FirstPerson,M
X360,LEGO Rock Band,0.32,2009,Warner Bros. Interactive Entertainment Inc.,"Action, Simulation",1,0,24.95,71,4,0,1,Action|Simulation|RhythmAction|ThirdPerson,Unknown
PlayStation 3,Ghostbusters: The Video Game,0.32,2009,Atari,Action,0,0,17.95,78,1,1,1,Action|SciFi|Shooter|ThirdPerson,Unknown
X360,DiRT 2,0.32,2009,Codemasters Software Inc.,"Racing / Driving, Simulation, Sports",1,0,32.95,87,1,1,1,Racing|Simulation|Sports|OffRoad|FirstPerson|ThirdPerson,E
PlayStation 3,X-Men Origins: Wolverine (Uncaged Edition),0.31,2009,Activision,Action,0,0,29.95,73,1,0,0,Action|Fighting|FirstPerson|ThirdPerson,M
PlayStation 3,Red Faction: Guerrilla,0.3,2009,THQ,"Action, Racing / Driving",1,0,17.95,85,1,1,1,Action|Racing|Fighting|SciFi|Shooter|ThirdPerson,Unknown
PlayStation 3,Pro Evolution Soccer 2010,0.29,2009,Konami,Sports,1,0,27.95,78,7,1,0,Sports|Soccer|ThirdPerson,E
PlayStation 3,James Cameron's Avatar: The Game,0.29,2009,Ubisoft,"Action, Adventure, Strategy",0,0,24.95,60,1,1,1,Action|Adventure|Strategy|Helicoptor|SciFi|Shooter|TurnBased|ThirdPerson,T
X360,Call of Juarez: Bound in Blood,0.29,2009,Ubisoft,Action,1,0,17.95,77,1,1,1,Action|Shooter|FirstPerson,M
X360,Transformers: Revenge of the Fallen,0.29,2009,Activision,Action,1,0,19.95,61,1,1,1,Action|Arcade|Flight|Helicoptor|SciFi|Shooter|Tank|ThirdPerson,T
Nintendo Wii,Guitar Hero Smash Hits,0.28,2009,Activision,"Action, Simulation",1,0,24.95,74,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
X360,Band Hero,0.28,2009,Activision,"Action, Simulation",1,0,27.95,76,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,Dead Space: Extraction,0.28,2009,EA,Action,1,0,24.95,82,2,0,0,Action|Horror|SciFi|Shooter|FirstPerson,M
PlayStation 3,IL-2 Sturmovik: Birds of Prey,0.28,2009,505 Games S.R.L.,"Action, Simulation",1,0,24.95,81,1,1,1,Action|Simulation|Fighting|Flight|HistoricalBattle|ThirdPerson,T
PlayStation 3,White Knight Chronicles (EX Edition),0.28,2009,Sony,Role-Playing (RPG),0,0,39.95,64,1,0,0,RPG|MedievalFantasy|RealTime|TurnBased|ThirdPerson,T
Nintendo Wii,The Conduit,0.28,2009,Sega,Action,0,0,22.95,69,1,0,0,Action|SciFi|FirstPerson,T
Nintendo Wii,Harry Potter and the Half-Blood Prince,0.28,2009,EA,Action,1,0,24.95,60,1,0,1,Action|MedievalFantasy|Puzzle|ThirdPerson,Unknown
Nintendo Wii,Spore Hero,0.28,2009,EA,"Action, Role-Playing (RPG), Simulation",1,0,19.95,61,1,0,0,Action|RPG|Simulation|Fighting|MedievalFantasy|RhythmAction|ThirdPerson,Unknown
PlayStation 3,Guitar Hero: Metallica,0.27,2009,Activision,"Action, Simulation",1,0,29.95,86,4,1,1,Action|Simulation|ThirdPerson,T
PlayStation 3,DiRT 2,0.27,2009,Codemasters Software Inc.,"Racing / Driving, Simulation, Sports",1,0,34.95,87,1,1,1,Racing|Simulation|Sports|OffRoad|FirstPerson|ThirdPerson,E
X360,Sacred 2: Fallen Angel,0.26,2009,"CDV Software Entertainment USA, Inc.","Action, Role-Playing (RPG)",1,0,27.95,71,2,1,1,Action|RPG|MedievalFantasy|Isometric|ThirdPerson,M
Sony PSP,Grand Theft Auto: Chinatown Wars ,0.25,2009,Rockstar,"Action, Racing / Driving",1,0,24.95,90,1,1,1,Action|Racing|Shooter|TopDown|ThirdPerson,M
Sony PSP,Resistance: Retribution,0.25,2009,Sony,Action,1,0,17.95,81,1,1,0,Action|SciFi|Shooter|ThirdPerson,M
Nintendo Wii,Major League Baseball 2K9,0.25,2009,2K,Sports,1,0,19.95,61,1,0,1,Sports|Baseball|ThirdPerson,E
Nintendo Wii,Marvel Ultimate Alliance 2,0.24,2009,Activision,"Action, Role-Playing (RPG)",1,0,27.95,50,4,0,1,Action|RPG|Comics|Fighting|SciFi|ThirdPerson,T
Sony PSP,MLB 09: The Show,0.24,2009,Sony,Sports,1,0,17.95,78,1,0,0,Sports|Baseball|FirstPerson|ThirdPerson,E
PlayStation 3,Band Hero,0.24,2009,Activision,"Action, Simulation",1,0,32.95,76,1,0,1,Action|Simulation|RhythmAction|ThirdPerson,T
X360,The Saboteur,0.24,2009,EA,"Action, Racing / Driving",0,0,17.95,73,1,0,1,Action|Racing|Adult|Fighting|HistoricalBattle|Shooter|Stealth|FirstPerson|ThirdPerson,M
X360,Wheelman,0.24,2009,Midway,"Action, Racing / Driving",0,0,19.95,64,1,0,1,Action|Racing|ThirdPerson,T
Nintendo DS,Bookworm Deluxe,0.23,2009,"PopCap Games, Inc.",Strategy,0,0,17.95,73,1,0,0,Strategy|Puzzle|ThirdPerson,Unknown
PlayStation 3,Operation Flashpoint: Dragon Rising,0.23,2009,"Codemasters Software Company Limited, The","Action, Simulation, Strategy",1,0,29.95,76,1,0,0,Action|Simulation|Strategy|Flight|Helicoptor|Shooter|Tank|FirstPerson|ThirdPerson,M
X360,Wolfenstein,0.23,2009,Activision,Action,0,1,22.95,72,1,1,1,Action|Shooter|FirstPerson,M
Nintendo DS,Final Fantasy: Crystal Chronicles - Ring of Fates,0.22,2009,SquareEnix,"Action, Role-Playing (RPG)",1,0,19.95,77,1,0,0,Action|RPG|MedievalFantasy|Puzzle|ThirdPerson,Unknown
Nintendo DS,Monsters vs. Aliens,0.22,2009,Activision,"Action, Adventure",0,0,17.95,47,1,0,1,Action|Adventure|Puzzle|SciFi|Isometric|SideScrolling|ThirdPerson,E
PlayStation 3,WET,0.22,2009,Bethesda Softworks LLC,Action,0,0,24.95,70,1,0,1,Action|Shooter|ThirdPerson,M
Nintendo Wii,Ben 10 Alien Force: Vilgax Attacks,0.22,2009,"D3Publisher of America, Inc.","Action, Adventure",1,0,24.95,70,1,0,1,Action|Adventure|ThirdPerson,Unknown
X360,WET,0.22,2009,Bethesda Softworks LLC,Action,0,0,27.95,69,1,0,1,Action|Shooter|ThirdPerson,M
PlayStation 3,Tom Clancy's H.A.W.X,0.21,2009,Ubisoft,Action,0,0,24.95,74,1,1,0,Action|Flight|FirstPerson|ThirdPerson,T
Nintendo Wii,Silent Hill: Shattered Memories,0.21,2009,Konami,Adventure,1,0,39.95,79,1,0,1,Adventure|Horror|Puzzle|ThirdPerson,M
Nintendo Wii,Transformers: Revenge of the Fallen,0.21,2009,Activision,"Action, Adventure",1,0,19.95,53,1,0,1,Action|Adventure|Arcade|Flight|Helicoptor|SciFi|Shooter|Tank|ThirdPerson,T
Nintendo Wii,Up,0.2,2009,THQ,Action,0,0,16.95,62,4,0,1,Action|ThirdPerson,E
PlayStation 3,Sacred 2: Fallen Angel,0.2,2009,"CDV Software Entertainment USA, Inc., Deep Silver","Action, Role-Playing (RPG)",1,0,24.95,70,2,1,1,Action|RPG|MedievalFantasy|Isometric|ThirdPerson,M
X360,BlazBlue: Calamity Trigger (Limited Edition),0.2,2009,Aksys Games,Action,0,0,32.95,86,2,1,1,Action|Anime|Fighting|MartialArts|SideScrolling|ThirdPerson,T
Nintendo DS,Harry Potter and the Half-Blood Prince,0.2,2009,EA,Action,1,0,17.95,48,1,0,0,Action|MedievalFantasy|Puzzle|ThirdPerson,E
Nintendo DS,Picross 3D,0.2,2009,Nintendo,Strategy,1,0,16.95,83,1,0,0,Strategy|Puzzle,E
X360,Guitar Hero Smash Hits,0.19,2009,Activision,"Action, Simulation",1,0,19.95,71,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,Pinball Hall of Fame: The Williams Collection,0.19,2009,"Crave Entertainment, Inc.",Simulation,0,0,17.95,82,1,0,0,Simulation|Pinball|FirstPerson|TopDown,Unknown
PlayStation 3,Transformers: Revenge of the Fallen,0.19,2009,Activision,Action,1,0,19.95,63,1,1,1,Action|Arcade|Flight|Helicoptor|SciFi|Shooter|Tank|ThirdPerson,T
PlayStation 3,Wolfenstein,0.19,2009,Activision,Action,0,1,24.95,71,1,1,1,Action|Shooter|FirstPerson,M
Nintendo Wii,Shaun White Snowboarding: World Stage,0.19,2009,Ubisoft,Sports,1,0,19.95,72,1,0,0,Sports|Snowboarding|ThirdPerson,Unknown
Nintendo DS,Ghostbusters: The Video Game,0.18,2009,Atari,"Action, Strategy",0,0,17.95,55,1,0,1,Action|Strategy|SciFi|Shooter|TopDown,Unknown
PlayStation 3,F.E.A.R. 2: Project Origin,0.18,2009,"CyberFront Corporation, Warner Bros. Interactive Entertainment Inc.",Action,1,0,17.95,79,1,1,1,Action|Battlemech|Horror|Shooter|FirstPerson,M
Nintendo Wii,Final Fantasy: Crystal Chronicles - The Crystal...,0.18,2009,SquareEnix,"Action, Role-Playing (RPG)",1,0,29.95,66,1,0,0,Action|RPG|Anime|MedievalFantasy|TopDown|ThirdPerson,T
Nintendo DS,Ace Attorney Investigations: Miles Edgeworth,0.17,2009,Capcom,"Adventure, Simulation",1,0,24.95,78,1,0,0,Adventure|Simulation|Anime|Detective|Puzzle|SideScrolling|ThirdPerson,Unknown
Nintendo Wii,Mini Ninjas,0.17,2009,Eidos,Action,0,0,17.95,79,1,0,1,Action|MedievalFantasy|ThirdPerson,Unknown
X360,IL-2 Sturmovik: Birds of Prey,0.17,2009,505 Games S.R.L.,"Action, Simulation",1,0,24.95,80,1,1,1,Action|Simulation|Fighting|Flight|HistoricalBattle|ThirdPerson,T
X360,Wanted: Weapons of Fate,0.17,2009,"Spike Co., Ltd., Warner Bros. Interactive Entertainment Inc.",Action,0,0,12.95,62,1,0,1,Action|Shooter|ThirdPerson,Unknown
PlayStation 3,Guitar Hero Smash Hits,0.16,2009,Activision,"Action, Simulation",1,0,22.95,73,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,LEGO Rock Band,0.16,2009,Warner Bros. Interactive Entertainment Inc.,"Action, Simulation",1,0,22.95,75,4,0,1,Action|Simulation|RhythmAction|ThirdPerson,Unknown
PlayStation 3,Katamari Forever,0.16,2009,Namco,Action,1,0,39.95,74,2,0,0,Action|Anime|ThirdPerson,E
Nintendo Wii,G.I. Joe: The Rise of Cobra,0.16,2009,EA,Action,0,0,17.95,51,2,0,1,Action|Arcade|SciFi|Shooter|ThirdPerson,T
Sony PSP,Phantasy Star Portable,0.16,2009,Sega,"Action, Role-Playing (RPG)",0,1,27.95,64,1,0,0,Action|RPG|SciFi|ThirdPerson,Unknown
PlayStation 3,Major League Baseball 2K9,0.16,2009,2K,Sports,1,0,14.95,61,1,0,1,Sports|Baseball|ThirdPerson,E
Nintendo Wii,A Boy and his Blob,0.16,2009,Majesco Europe Ltd.,Action,0,1,24.95,80,1,0,0,Action|Puzzle|Platform|SideScrolling|ThirdPerson,E
Nintendo Wii,Night at the Museum: Battle of the Smithsonian,0.16,2009,Majesco Entertainment Company,"Action, Adventure",0,0,22.95,54,1,0,1,Action|Adventure|Puzzle|ThirdPerson,Unknown
X360,Battlestations: Pacific,0.16,2009,Eidos,Action,1,0,24.95,76,1,1,0,Action|Flight|HistoricalBattle|Naval|Shooter|FirstPerson|ThirdPerson,Unknown
X360,Up,0.15,2009,THQ,Action,0,0,19.95,61,4,0,1,Action|ThirdPerson,E
X360,Overlord II,0.15,2009,"Codemasters Software Company Limited, The","Action, Strategy",1,0,19.95,75,2,1,1,Action|Strategy|MedievalFantasy|ThirdPerson,T
X360,Star Wars: The Clone Wars - Republic Heroes,0.15,2009,LucasArts,"Action, Adventure",0,0,16.95,43,2,0,1,Action|Adventure|SciFi|Shooter|ThirdPerson,T
Sony PSP,Jak & Daxter: The Lost Frontier,0.15,2009,Sony,"Action, Adventure",1,0,17.95,71,1,0,1,Action|Adventure,T
X360,Afro Samurai,0.15,2009,Surge,Action,0,0,16.95,65,1,0,1,Action|Anime|ThirdPerson,M
X360,The Chronicles of Riddick: Assault on Dark Athena,0.15,2009,Atari,Action,1,0,16.95,82,1,1,0,Action|Fighting|SciFi|Shooter|FirstPerson,M
X360,Divinity II: Ego Draconis,0.15,2009,dtp entertainment AG,"Action, Role-Playing (RPG)",1,0,34.95,62,1,0,0,Action|RPG|MedievalFantasy|ThirdPerson,M
X360,Harry Potter and the Half-Blood Prince,0.15,2009,EA,Action,1,0,19.95,64,1,0,1,Action|MedievalFantasy|Puzzle|ThirdPerson,Unknown
X360,Section 8,0.15,2009,SouthPeak Interactive Corporation,Action,0,0,19.95,69,1,1,0,Action|SciFi|Shooter|Tank|FirstPerson|ThirdPerson,M
X360,Tropico 3,0.15,2009,Kalypso Media GmbH,Strategy,1,0,34.95,75,1,0,0,Strategy|Managerial|RealTime|TopDown|ThirdPerson,T
PlayStation 3,Star Wars: The Clone Wars - Republic Heroes,0.14,2009,LucasArts,"Action, Adventure",1,0,16.95,43,2,0,1,Action|Adventure|SciFi|Shooter|ThirdPerson,T
X360,G.I. Joe: The Rise of Cobra,0.14,2009,EA,Action,0,0,17.95,42,2,0,1,Action|Arcade|SciFi|Shooter|ThirdPerson,T
