Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,Review Score,MaxPlayers,Online,Multiplatform,SubGenres,AgeRating
Nintendo Wii,Sonic and the Secret Rings,1.08,2007,Sega,Action,1,0,16.95,69,4,0,0,Action|Anime|Boardgame|ThirdPerson,E
X360,The Orange Box,1.06,2007,Valve Corporation,Action,1,1,17.95,96,1,1,0,Action|Puzzle|Shooter|FirstPerson,M
X360,Crackdown,1.02,2007,Microsoft,"Action, Racing / Driving, Role-Playing (RPG)",0,0,14.95,83,1,1,0,Action|Racing|RPG|Fighting|SciFi|Shooter|ThirdPerson,M
PlayStation 3,Rock Band,1.01,2007,MTV Games,"Action, Simulation",0,0,14.95,92,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,Tiger Woods PGA Tour 08,1.0,2007,EA,Sports,1,0,17.95,72,4,0,1,Sports|Golf|ThirdPerson,E
X360,WWE Smackdown vs. Raw 2008,0.96,2007,THQ,Sports,1,0,12.95,71,4,1,1,Sports|Wrestling|ThirdPerson,T
PlayStation 3,Madden NFL 08,0.94,2007,EA,Sports,1,0,9.95,81,4,1,1,Sports|AmericanFootball|TopDown|ThirdPerson,E
Nintendo DS,Call of Duty 4: Modern Warfare,0.94,2007,Activision,Action,0,0,19.95,75,1,0,1,Action|Shooter|FirstPerson,T
Nintendo Wii,MySims,0.94,2007,EA,"Simulation, Strategy",0,0,17.95,68,1,0,0,Simulation|Strategy|ThirdPerson,E
Nintendo Wii,Mario Strikers Charged,0.93,2007,Nintendo,"Action, Sports",1,0,29.95,79,4,0,0,Action|Sports|Arcade|Soccer|ThirdPerson,Unknown
Sony PSP,Star Wars Battlefront: Renegade Squadron,0.93,2007,LucasArts,Action,1,0,16.95,73,1,0,0,Action,T
Nintendo DS,Flash Focus: Vision Training in Minutes a Day,0.91,2007,Nintendo,Action,1,0,17.95,59,1,0,0,Action|MentalTraining|FirstPerson,E
Nintendo Wii,Metroid Prime 3: Corruption,0.91,2007,Nintendo,Action,1,0,19.95,90,1,0,0,Action|Puzzle|SciFi|Shooter|FirstPerson|ThirdPerson,T
Nintendo Wii,AMF Bowling Pinbusters!,0.89,2007,Mud Duck Productions,Sports,0,0,9.95,33,4,0,0,Sports|Bowling|FirstPerson|ThirdPerson,E
X360,Tom Clancy's Ghost Recon: Advanced Warfighter 2...,0.89,2007,Ubisoft,Action,1,0,14.95,86,1,1,1,Action|RealTime|SciFi|Shooter|ThirdPerson,T
Nintendo Wii,Madden NFL 08,0.86,2007,EA,Sports,1,0,12.95,76,4,0,1,Sports|AmericanFootball|TopDown|ThirdPerson,E
PlayStation 3,Ratchet & Clank Future: Tools of Destruction,0.86,2007,Sony,Action,1,0,22.95,89,1,0,0,Action|Puzzle|SciFi|Shooter|Platform|ThirdPerson,T
PlayStation 3,LEGO Star Wars: The Complete Saga,0.85,2007,LucasArts,Action,1,0,17.95,80,2,1,1,Action|Fighting|Flight|Puzzle|SciFi|Shooter|Platform|ThirdPerson,Unknown
Nintendo Wii,Rayman Raving Rabbids 2,0.84,2007,Ubisoft,Action,1,0,17.95,67,4,0,1,Action|Boardgame|FirstPerson|ThirdPerson,Unknown
X360,NBA 2K8 ,0.83,2007,2K,Sports,1,0,9.95,81,1,0,1,Sports,E
Nintendo DS,Namco Museum DS,0.8,2007,Namco,Action,0,1,17.95,67,1,0,1,Action|Arcade|SciFi|TopDown|ThirdPerson,E
PlayStation 3,Need for Speed: ProStreet,0.75,2007,EA,Racing / Driving,1,0,16.95,73,2,1,1,Racing|FirstPerson|ThirdPerson,Unknown
Nintendo Wii,Blazing Angels: Squadrons of WWII,0.75,2007,Ubisoft,Action,0,0,16.95,57,2,0,1,Action|Flight|HistoricalBattle|ThirdPerson,T
Nintendo DS,Drawn to Life,0.75,2007,THQ,Action,0,0,17.95,73,1,0,0,Action|Platform|SideScrolling|ThirdPerson,E
Nintendo Wii,EA Playground,0.72,2007,EA,"Action, Racing / Driving, Sports",0,0,17.95,66,4,0,1,Action|Racing|Sports|Boardgame|Basketball|Skateboarding|Soccer|ThirdPerson,E
X360,Major League Baseball 2K7,0.7,2007,2K,Sports,1,0,9.95,79,2,1,1,Sports|Baseball|ThirdPerson,E
Nintendo DS,I Spy Fun House,0.7,2007,"Scholastic, Inc.","Adventure, Educational",0,0,17.95,53,1,0,0,Adventure|Educational|Puzzle|Maths|Reading|FirstPerson,E
Nintendo Wii,Resident Evil: The Umbrella Chronicles,0.69,2007,Capcom,Action,1,0,19.95,75,2,0,0,Action|InteractiveMovie|Shooter|SurvivalHorror|FirstPerson,M
X360,NCAA Football 08,0.68,2007,EA,Sports,1,0,9.95,81,2,1,1,Sports|AmericanFootball|ThirdPerson,E
Nintendo DS,Spectrobes,0.68,2007,"ak tronic Software & Services GmbH, Buena Vista Games, Inc.","Action, Strategy",0,0,14.95,63,1,0,0,Action|Strategy|Fighting|RealTime|SciFi|ThirdPerson,E
Nintendo DS,Disney/Pixar Cars: Mater-National Championship,0.67,2007,THQ,Racing / Driving,1,0,17.95,69,1,0,1,Racing|ThirdPerson,E
Nintendo DS,The Sims 2: Castaway,0.66,2007,EA,Simulation,1,0,16.95,66,1,0,1,Simulation|Managerial|Puzzle|RealTime|ThirdPerson,E
X360,skate.,0.65,2007,EA,"Action, Sports",0,0,16.95,86,4,1,1,Action|Sports|Skateboarding|Tricks|ThirdPerson,T
PlayStation 3,WWE Smackdown vs. Raw 2008,0.64,2007,THQ,Sports,1,0,14.95,74,6,1,1,Sports|Wrestling|ThirdPerson,T
Sony PSP,Madden NFL 08,0.64,2007,EA,Sports,1,0,9.95,75,1,0,1,Sports|AmericanFootball|TopDown|ThirdPerson,E
PlayStation 3,NBA Live 08,0.6,2007,EA,Sports,1,0,9.95,73,4,1,1,Sports|Basketball|ThirdPerson,E
Nintendo DS,The Simpsons Game,0.6,2007,EA,Action,0,0,17.95,69,1,0,1,Action|Comics|Fighting|Platform|SideScrolling|ThirdPerson,T
X360,Ace Combat 6: Fires of Liberation,0.58,2007,Namco,"Action, Simulation",1,0,19.95,80,1,1,0,Action|Simulation|Flight|FirstPerson|ThirdPerson,T
PlayStation 3,Heavenly Sword,0.57,2007,Sony,Action,0,0,24.95,79,1,0,0,Action|Fighting|MedievalFantasy|FirstPerson|ThirdPerson,T
PlayStation 3,Ninja Gaiden Sigma,0.57,2007,"Tecmo, Inc., Tecmo, Ltd.",Action,0,1,19.95,88,1,0,0,Action|Fighting|MartialArts|Puzzle|FirstPerson|ThirdPerson,M
Nintendo Wii,Ben 10: Protector of the Earth,0.57,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,16.95,63,1,0,1,Action,Unknown
X360,The Simpsons Game,0.55,2007,EA,Action,0,0,17.95,71,2,0,1,Action|Comics|Fighting|Platform|ThirdPerson,T
Nintendo DS,CrossworDS,0.53,2007,Deep Silver,"Educational, Strategy",0,0,17.95,67,1,0,0,Educational|Strategy|Puzzle|Reading|TopDown,E
Nintendo DS,Sonic Rush Adventure,0.52,2007,Sega,"Action, Sports",1,0,24.95,78,1,1,0,Action|Sports|Anime|Sailing|Platform|SideScrolling|ThirdPerson,E
X360,Tiger Woods PGA Tour 08,0.51,2007,EA,Sports,1,0,14.95,80,4,1,1,Sports|Golf|ThirdPerson,E
X360,Tony Hawk's Proving Ground,0.51,2007,Activision,Sports,1,0,16.95,72,2,1,1,Sports|Skateboarding|ThirdPerson,T
Sony PSP,Call of Duty: Roads to Victory,0.51,2007,Activision,Action,1,0,24.95,64,1,1,0,Action|HistoricalBattle|Shooter|FirstPerson,T
X360,Transformers: The Game,0.51,2007,Activision,Action,0,0,14.95,52,1,0,1,Action|Battlemech|SciFi|Shooter|ThirdPerson,T
PlayStation 3,NBA 2K8,0.5,2007,2K,Sports,1,0,9.95,81,7,1,1,Sports|Basketball|ThirdPerson,E
Sony PSP,Medal of Honor: Heroes 2,0.5,2007,EA,Action,1,0,17.95,69,1,1,1,Action|HistoricalBattle|Shooter|FirstPerson,T
Nintendo Wii,Smarty Pants,0.5,2007,EA,Strategy,0,0,17.95,65,1,0,0,Strategy|Boardgame|Gameshow,E
X360,Spider-Man 3,0.5,2007,Activision,Action,1,0,11.95,63,1,0,1,Action|Comics|Fighting|Puzzle|ThirdPerson,T
PlayStation 3,Tom Clancy's Rainbow Six: Vegas,0.49,2007,Ubisoft,Action,1,0,16.95,86,2,1,1,Action|Shooter|FirstPerson|ThirdPerson,M
Nintendo Wii,Need for Speed: ProStreet,0.49,2007,EA,Racing / Driving,1,0,16.95,61,2,0,1,Racing|FirstPerson|ThirdPerson,Unknown
X360,NBA LIVE 08 ,0.49,2007,EA,Sports,1,0,9.95,73,1,0,1,Sports,E
X360,Dance Dance Revolution Universe 2,0.48,2007,Konami,Action,1,0,19.95,65,4,1,0,Action|RhythmAction|ThirdPerson,Unknown
X360,MX vs. ATV Untamed,0.48,2007,THQ,Racing / Driving,1,0,17.95,70,2,1,1,Racing|FirstPerson|TopDown|ThirdPerson,E
Nintendo DS,Final Fantasy IV,0.48,2007,SquareEnix,Role-Playing (RPG),1,1,17.95,85,1,0,0,RPG|Anime|MedievalFantasy|ThirdPerson,Unknown
PlayStation 3,WWE Smackdown vs. Raw 2009,0.48,2007,THQ,Sports,1,0,19.95,74,1,0,0,Sports,T
X360,NBA Street Homecourt,0.47,2007,EA,Sports,1,0,7.95,80,4,1,1,Sports|Basketball|ThirdPerson,E
Nintendo Wii,The Simpsons Game,0.47,2007,EA,Action,0,0,17.95,64,2,0,1,Action|Comics|Fighting|Platform|ThirdPerson,T
Nintendo Wii,Winter Sports: The Ultimate Challenge,0.47,2007,RTL Sports,"Racing / Driving, Sports",0,0,16.95,52,1,0,0,Racing|Sports|Arcade|Olympiad|Snowboarding|FirstPerson|ThirdPerson,E
Sony PSP,WWE Smackdown vs. Raw 2008,0.46,2007,THQ,Sports,1,0,16.95,68,4,1,1,Sports|Wrestling|ThirdPerson,T
PlayStation 3,Warhawk,0.46,2007,Sony,Action,0,0,34.95,84,4,1,0,Action|Flight|RealTime|SciFi|Shooter|Tank|ThirdPerson,Unknown
Nintendo Wii,Tiger Woods PGA Tour 07,0.46,2007,EA,Sports,1,0,17.95,71,4,0,1,Sports|Golf|ThirdPerson,E
X360,"Scene It? Lights, Camera, Action",0.46,2007,Microsoft,Simulation,0,0,22.95,73,4,0,0,Simulation|Boardgame|Gameshow|FirstPerson,T
Nintendo DS,Crash of the Titans,0.46,2007,"Sierra Entertainment, Inc.",Action,0,0,17.95,73,1,0,0,Action|Arcade|ThirdPerson,E
Sony PSP,Sonic Rivals 2,0.46,2007,Sega,Action,1,0,22.95,60,1,0,0,Action|SideScrolling,E
Nintendo Wii,Boogie,0.45,2007,EA,Action,0,0,17.95,57,2,0,1,Action|RhythmAction|ThirdPerson,Unknown
X360,Medal of Honor: Airborne,0.45,2007,EA,Action,1,0,17.95,73,2,1,1,Action|HistoricalBattle|Shooter|FirstPerson,T
Nintendo Wii,The Sims 2: Castaway,0.45,2007,EA,Simulation,1,0,17.95,73,1,0,1,Simulation|Managerial|Puzzle|RealTime|Isometric,T
Nintendo Wii,Spider-Man 3,0.45,2007,Activision,Action,1,0,14.95,53,1,0,1,Action|Comics|Fighting|Puzzle|ThirdPerson,T
X360,Lost Odyssey,0.45,2007,Microsoft,Role-Playing (RPG),0,0,19.95,78,1,0,0,RPG|MedievalFantasy|TurnBased|ThirdPerson,T
Nintendo DS,Bee Movie Game,0.44,2007,Activision,Adventure,0,0,17.95,58,1,0,1,Adventure|TopDown|ThirdPerson,E
Nintendo DS,Spider-Man 3,0.44,2007,Activision,Action,1,0,16.95,79,1,0,1,Action|Comics|Fighting|Puzzle|Platform|SideScrolling,Unknown
Sony PSP,Final Fantasy Tactics,0.44,2007,SquareEnix,"Role-Playing (RPG), Strategy",1,1,17.95,88,1,1,0,RPG|Strategy|MedievalFantasy|TurnBased|Isometric,T
Nintendo Wii,Endless Ocean,0.44,2007,Nintendo,Simulation,0,0,24.95,72,1,1,0,Simulation|Meditative|Naval|FirstPerson|ThirdPerson,E
PlayStation 3,SingStar,0.43,2007,Sony,Simulation,1,0,14.95,82,6,0,0,Simulation|Boardgame|RhythmAction,T
Nintendo Wii,Ratatouille,0.43,2007,THQ,Action,0,0,19.95,62,1,0,1,Action|Platform|ThirdPerson,E
Nintendo Wii,The Sims 2: Pets,0.43,2007,EA,Simulation,1,0,22.95,65,1,0,1,Simulation|Puzzle|RealTime|ThirdPerson,T
X360,Two Worlds,0.43,2007,"SouthPeak Interactive, LLC","Action, Role-Playing (RPG)",0,0,14.95,50,1,1,0,Action|RPG|MedievalFantasy|RealTime|FirstPerson|ThirdPerson,M
Nintendo Wii,Crash of the Titans,0.42,2007,"Sierra Entertainment, Inc.",Action,1,0,17.95,69,2,0,1,Action|Arcade|Platform|ThirdPerson,Unknown
X360,Sonic the Hedgehog,0.41,2007,Sega,Action,1,0,14.95,46,2,0,1,Action|Anime|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
Nintendo DS,Mega Man Star Force: Dragon,0.41,2007,Capcom,"Action, Role-Playing (RPG)",1,0,27.95,60,1,0,0,Action|RPG|Anime|Puzzle|SciFi|Shooter|Isometric|ThirdPerson,E
Nintendo DS,Mega Man Star Force: Leo,0.41,2007,Capcom,"Action, Role-Playing (RPG)",1,0,17.95,58,1,0,0,Action|RPG|Anime|Puzzle|SciFi|Shooter|Isometric|ThirdPerson,E
Nintendo DS,Mega Man Star Force: Pegasus,0.41,2007,Capcom,"Action, Role-Playing (RPG)",1,0,14.95,60,1,0,0,Action|RPG|Anime|Puzzle|SciFi|Shooter|Isometric|ThirdPerson,E
PlayStation 3,Disney/Pixar Cars: Mater-National Championship,0.4,2007,THQ,Racing / Driving,1,0,24.95,63,2,0,1,Racing|FirstPerson|ThirdPerson,E
PlayStation 3,Sonic the Hedgehog,0.4,2007,Sega,Action,1,0,16.95,43,2,0,1,Action|Anime|Puzzle|ThirdPerson,Unknown
Nintendo Wii,Harry Potter and the Order of the Phoenix,0.4,2007,EA,Action,1,0,24.95,69,1,0,1,Action|Boardgame|Detective|MedievalFantasy|Puzzle|ThirdPerson,Unknown
Nintendo Wii,Nicktoons: Attack of the Toybots,0.4,2007,THQ,Action,0,0,14.95,60,1,0,0,Action|Puzzle|Platform|ThirdPerson,E
Nintendo Wii,WWE Smackdown vs. Raw 2008,0.39,2007,THQ,Sports,1,0,12.95,59,4,0,1,Sports|Wrestling|ThirdPerson,T
PlayStation 3,The Simpsons Game,0.39,2007,EA,Action,0,0,17.95,71,2,1,1,Action|Comics|Fighting|Platform|ThirdPerson,T
X360,DiRT,0.39,2007,"Codemasters Software Company Limited, The","Racing / Driving, Simulation, Sports",0,0,17.95,83,1,1,1,Racing|Simulation|Sports|OffRoad|FirstPerson|ThirdPerson,E
X360,Kane & Lynch: Dead Men,0.38,2007,Eidos,Action,0,0,14.95,65,2,1,1,Action|Shooter,M
Nintendo DS,Jam Sessions,0.38,2007,Ubisoft,"Educational, Simulation",0,0,8.95,72,1,0,0,Educational|Simulation|RhythmAction|Music,Unknown
Sony PSP,Monster Hunter Freedom 2,0.38,2007,Capcom,"Action, Strategy",1,0,12.95,72,1,1,0,Action|Strategy|MedievalFantasy|Puzzle|RealTime|ThirdPerson,T
X360,Shadowrun,0.38,2007,Microsoft,Action,0,1,12.95,66,1,1,0,Action|SciFi|Shooter|FirstPerson,M
PlayStation 3,FIFA Soccer 08,0.37,2007,EA,Sports,1,0,17.95,81,7,1,1,Sports|Soccer|ThirdPerson,E
Nintendo Wii,Thrillville: Off the Rails,0.37,2007,LucasArts,"Simulation, Strategy",1,0,16.95,70,4,0,1,Simulation|Strategy|Boardgame|Managerial|RealTime|FirstPerson|ThirdPerson,Unknown
PlayStation 3,Tony Hawk's Proving Ground,0.37,2007,Activision,Sports,1,0,12.95,73,2,1,1,Sports|Skateboarding|ThirdPerson,T
Nintendo DS,My Word Coach,0.37,2007,Ubisoft,Educational,0,0,15.95,71,1,0,0,Educational|Reading,E
Nintendo DS,The World Ends With You,0.37,2007,SquareEnix,"Action, Adventure, Role-Playing (RPG)",0,0,17.95,88,1,0,0,Action|Adventure|RPG|Anime|Puzzle|ThirdPerson,T
Nintendo Wii,The BIGS,0.36,2007,2K,"Action, Simulation, Sports",0,0,17.95,66,4,0,1,Action|Simulation|Sports|Baseball|ThirdPerson,E
PlayStation 3,NCAA Football 08,0.36,2007,EA,Sports,1,0,9.95,77,2,1,1,Sports|AmericanFootball|ThirdPerson,E
Nintendo DS,Final Fantasy Tactics A2: Grimoire of the Rift,0.36,2007,SquareEnix,"Role-Playing (RPG), Strategy",1,0,17.95,80,1,0,0,RPG|Strategy|MedievalFantasy|TurnBased|Isometric,Unknown
X360,Beowulf: The Game,0.36,2007,Ubisoft,Action,0,0,12.95,51,1,0,1,Action|MedievalFantasy|Puzzle|ThirdPerson,M
X360,The Darkness,0.36,2007,2K,Action,0,0,14.95,82,1,1,1,Action|Comics|Horror|Shooter|FirstPerson,M
PlayStation 3,Tom Clancy's Ghost Recon: Advanced Warfighter 2...,0.35,2007,Ubisoft,Action,1,0,17.95,84,4,1,1,Action|RealTime|SciFi|Shooter|ThirdPerson,T
Sony PSP,Final Fantasy,0.35,2007,SquareEnix,Role-Playing (RPG),0,1,17.95,67,1,0,0,RPG|Anime|MedievalFantasy|TurnBased|TopDown,Unknown
PlayStation 3,Lair,0.35,2007,Sony,Action,0,0,19.95,53,1,1,0,Action|MedievalFantasy|FirstPerson|ThirdPerson,T
Nintendo Wii,Transformers: The Game,0.35,2007,Activision,Action,0,0,17.95,53,1,0,1,Action|Battlemech|SciFi|Shooter|ThirdPerson,T
X360,Command & Conquer 3: Tiberium Wars,0.35,2007,EA,Strategy,1,0,24.95,82,1,1,0,Strategy|RealTime|SciFi|ThirdPerson,T
X360,Overlord,0.35,2007,"Codemasters Software Company Limited, The","Action, Strategy",0,0,17.95,76,1,1,0,Action|Strategy|MedievalFantasy|SciFi|Shooter|ThirdPerson,T
Nintendo Wii,FIFA Soccer 08,0.34,2007,EA,Sports,1,0,16.95,65,4,0,1,Sports|Soccer|ThirdPerson,E
Nintendo DS,Diner Dash,0.34,2007,Secret Stash Games,Action,0,0,17.95,64,1,0,1,Action|Arcade,E
Nintendo Wii,Medal of Honor: Heroes 2,0.34,2007,EA,Action,1,0,19.95,73,1,1,1,Action|HistoricalBattle|Shooter|FirstPerson,T
X360,FIFA Soccer 08,0.33,2007,EA,Sports,1,0,12.95,82,4,1,1,Sports|Soccer|ThirdPerson,E
PlayStation 3,MX vs. ATV Untamed,0.33,2007,THQ,Racing / Driving,1,0,17.95,67,2,1,1,Racing|FirstPerson|TopDown|ThirdPerson,Unknown
PlayStation 3,Time Crisis 4,0.33,2007,Namco,Action,1,0,24.95,60,2,0,0,Action|Shooter|FirstPerson,T
Nintendo Wii,Dragon Ball Z: Budokai Tenkaichi 3,0.33,2007,Atari,Action,1,0,17.95,72,2,1,1,Action|Anime|Fighting|ThirdPerson,T
Nintendo DS,Final Fantasy XII: Revenant Wings,0.33,2007,SquareEnix,"Role-Playing (RPG), Strategy",1,0,19.95,81,1,0,0,RPG|Strategy|RealTime|ThirdPerson,Unknown
Sony PSP,SOCOM: U.S. Navy SEALs - Tactical Strike,0.33,2007,Sony,"Action, Strategy",1,0,14.95,72,1,0,0,Action|Strategy|Shooter|Spy|Stealth|FirstPerson|ThirdPerson,T
PlayStation 3,Unreal Tournament III,0.33,2007,Midway,Action,1,0,16.95,86,1,1,1,Action|SciFi|Shooter|FirstPerson,M
Nintendo Wii,Bee Movie Game,0.32,2007,Activision,Action,0,0,14.95,62,2,0,1,Action|ThirdPerson,E
X360,Def Jam: Icon,0.32,2007,EA,Action,1,0,17.95,69,2,1,1,Action|Arcade|Fighting|ThirdPerson,M
PlayStation 3,Transformers: The Game,0.32,2007,Activision,Action,0,0,17.95,54,1,0,1,Action|Battlemech|SciFi|Shooter|ThirdPerson,T
X360,TimeShift,0.32,2007,"Sierra Entertainment, Inc.",Action,0,0,12.95,70,1,1,1,Action|SciFi|Shooter|FirstPerson,M
Nintendo Wii,SSX Blur,0.31,2007,EA,Sports,1,0,17.95,74,4,0,0,Sports|Snowboarding|Tricks|ThirdPerson,E
Nintendo DS,Bleach: The Blade of Fate,0.31,2007,Sega,Action,1,0,17.95,83,1,0,0,Action|Anime|Arcade|Fighting|ThirdPerson,T
Nintendo DS,EA Playground,0.31,2007,EA,"Racing / Driving, Sports",0,0,11.95,60,1,0,1,Racing|Sports|Boardgame|Basketball|Skateboarding|Soccer|TopDown,E
Sony PSP,Final Fantasy II,0.31,2007,SquareEnix,Role-Playing (RPG),1,1,17.95,63,1,0,0,RPG|Anime|MedievalFantasy|TurnBased|TopDown,T
PlayStation 3,skate.,0.3,2007,EA,"Action, Sports",0,0,17.95,85,4,1,1,Action|Sports|Skateboarding|Tricks|ThirdPerson,T
PlayStation 3,The Eye of Judgment,0.3,2007,Sony,Strategy,0,0,12.95,75,2,1,0,Strategy|Boardgame|Cards|MedievalFantasy|TurnBased|ThirdPerson,T
PlayStation 3,MLB 07: The Show,0.3,2007,Sony,Sports,1,0,9.95,77,2,1,1,Sports|Baseball|FirstPerson|ThirdPerson,E
PlayStation 3,Virtua Fighter 5,0.3,2007,Sega,Action,1,0,14.95,85,2,0,1,Action|Fighting|MartialArts|ThirdPerson,T
Nintendo Wii,NiGHTS: Journey of Dreams,0.3,2007,Sega,Action,1,0,14.95,69,2,1,0,Action|Anime|ThirdPerson,E
Nintendo DS,Puzzle Quest: Challenge of the Warlords,0.3,2007,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.","Role-Playing (RPG), Strategy",0,0,17.95,82,1,0,1,RPG|Strategy|MedievalFantasy|Puzzle|TurnBased|TopDown,Unknown
Sony PSP,NBA Live 08,0.3,2007,EA,Sports,1,0,14.95,73,1,0,1,Sports|Basketball|ThirdPerson,E
PlayStation 3,Kane & Lynch: Dead Men,0.29,2007,Eidos,Action,0,0,19.95,64,2,1,1,Action|Shooter|ThirdPerson,M
X360,Crash of the Titans,0.29,2007,"Sierra Entertainment, Inc.",Action,1,0,17.95,65,2,0,1,Action|Arcade|Platform|ThirdPerson,Unknown
Nintendo DS,Harry Potter and the Order of the Phoenix,0.29,2007,EA,Action,1,0,17.95,51,1,0,1,Action|Boardgame|Detective|MedievalFantasy|Puzzle|ThirdPerson,E
Nintendo DS,SimCity DS,0.29,2007,EA,Simulation,0,1,14.95,69,1,0,0,Simulation|Managerial|TopDown,E
Nintendo DS,Wario: Master of Disguise,0.29,2007,Nintendo,Action,1,0,14.95,60,1,0,0,Action|Puzzle|RealTime|Platform|ThirdPerson,Unknown
Nintendo Wii,My Horse & Me,0.29,2007,Atari,"Racing / Driving, Sports",0,0,17.95,49,1,0,0,Racing|Sports|Horse|FirstPerson|ThirdPerson,E
Nintendo Wii,No More Heroes,0.29,2007,Ubisoft,"Action, Racing / Driving",0,0,17.95,83,1,0,0,Action|Racing|Anime|Fighting|FirstPerson|ThirdPerson,M
X360,BlackSite: Area 51,0.29,2007,Midway,Action,1,0,17.95,62,1,1,1,Action|Shooter|FirstPerson,M
X360,Shrek the Third,0.28,2007,Activision,Action,1,0,14.95,56,2,0,1,Action|MedievalFantasy|Puzzle|ThirdPerson,Unknown
Nintendo DS,Shrek the Third,0.28,2007,Activision,Adventure,1,0,16.95,70,1,0,1,Adventure|MedievalFantasy|Puzzle|Platform|SideScrolling|ThirdPerson,E
Nintendo DS,Surf's Up,0.28,2007,Ubisoft,"Racing / Driving, Sports",0,0,14.95,56,1,0,1,Racing|Sports|Snowboarding|Surfing|ThirdPerson,E
Sony PSP,MLB 07: The Show,0.28,2007,Sony,Sports,1,0,9.95,82,1,0,1,Sports|Baseball|FirstPerson|ThirdPerson,E
X360,TMNT,0.28,2007,Ubisoft,Action,0,0,19.95,58,1,0,1,Action|Comics|Fighting|MartialArts|Platform|ThirdPerson,Unknown
X360,Spider-Man: Friend or Foe,0.27,2007,Activision,Action,1,0,17.95,60,2,0,1,Action|Comics|Fighting|ThirdPerson,Unknown
Nintendo DS,Contra 4,0.27,2007,Konami,Action,1,0,17.95,83,1,0,0,Action|Arcade|PostApocalyptic|SciFi|Shooter|SideScrolling,T
Nintendo DS,Phoenix Wright: Ace Attorney - Trials and Tribu...,0.27,2007,Capcom,"Adventure, Simulation",1,0,17.95,81,1,0,0,Adventure|Simulation|Anime|Detective|Puzzle|FirstPerson,T
Nintendo DS,Disney Pirates of the Caribbean: At World's End,0.27,2007,Disney,Action,1,0,14.95,66,1,0,1,Action|Fighting|MedievalFantasy|ThirdPerson,T
Sony PSP,Dragon Ball Z: Shin Budokai - Another Road,0.27,2007,Atari,Action,1,0,16.95,65,1,1,0,Action|Anime|Fighting|ThirdPerson,T
Sony PSP,Metal Gear Solid: Portable Ops + Coded Arms (Double Pack),0.27,2007,Konami,Action,0,0,16.95,65,1,0,0,Action|FirstPerson|ThirdPerson,T
PlayStation 3,Spider-Man 3,0.27,2007,Activision,Action,1,0,17.95,60,1,0,1,Action|Comics|Fighting|Puzzle|ThirdPerson,T
X360,The Golden Compass,0.27,2007,Sega,Action,0,0,9.95,41,1,0,1,Action|MedievalFantasy|Puzzle|ThirdPerson,Unknown
X360,Stuntman: Ignition,0.26,2007,THQ,"Action, Racing / Driving",1,0,14.95,75,4,1,1,Action|Racing|Tricks|FirstPerson|ThirdPerson,T
Nintendo Wii,Chicken Shoot,0.26,2007,"Destination Software, Inc.",Action,0,0,12.95,27,2,0,1,Action|Arcade|Shooter|FirstPerson,Unknown
Nintendo Wii,Shrek the Third,0.26,2007,Activision,Action,1,0,16.95,57,2,0,1,Action|MedievalFantasy|Puzzle|ThirdPerson,Unknown
Nintendo DS,DK: Jungle Climber,0.26,2007,Nintendo,"Action, Strategy",0,0,24.95,77,1,0,0,Action|Strategy|Puzzle|Platform|SideScrolling|ThirdPerson,E
Nintendo DS,Dragon Quest IV: Chapters of the Chosen,0.26,2007,SquareEnix,Role-Playing (RPG),1,1,24.95,80,1,0,0,RPG|MedievalFantasy|TurnBased|TopDown|ThirdPerson,Unknown
Sony PSP,300: March to Glory,0.26,2007,Eidos,Action,0,0,14.95,55,1,0,0,Action|MedievalFantasy|ThirdPerson,M
Nintendo Wii,Fire Emblem: Radiant Dawn,0.26,2007,Nintendo,"Role-Playing (RPG), Strategy",1,0,34.95,78,1,0,0,RPG|Strategy|Anime|MedievalFantasy|TurnBased|ThirdPerson,Unknown
Nintendo Wii,The Golden Compass,0.26,2007,Sega,Action,0,0,14.95,35,1,0,1,Action|MedievalFantasy|Puzzle|ThirdPerson,Unknown
Nintendo Wii,Manhunt 2,0.26,2007,Rockstar,Action,1,0,19.95,62,1,0,1,Action|Adult|Puzzle|Stealth|SurvivalHorror|ThirdPerson,M
X360,NASCAR 08,0.25,2007,EA,"Racing / Driving, Sports",1,0,12.95,59,1,1,1,Racing|Sports|FirstPerson|ThirdPerson,E
PlayStation 3,Virtua Tennis 3,0.24,2007,Sega,Sports,1,0,19.95,80,4,0,1,Sports|Tennis|ThirdPerson,E
X360,All-Pro Football 2K8,0.24,2007,2K,Sports,1,0,7.95,75,4,1,1,Sports|AmericanFootball|ThirdPerson,Unknown
PlayStation 3,Major League Baseball 2K7,0.24,2007,2K,Sports,1,0,7.95,74,2,1,1,Sports|Baseball|ThirdPerson,E
Nintendo DS,John Deere: Harvest in the Heartland,0.24,2007,Destineer Publishing Corp.,Strategy,0,0,17.95,43,1,0,0,Strategy|TopDown|ThirdPerson,E
